user_id,group,converted,session_duration_sec,day
346,control,0,228.3517042059533,4
347,control,0,120.31925770593064,2
348,control,0,428.4980792989743,16
349,control,0,330.94077461753676,7
350,control,0,975.9214507840671,8
351,control,0,133.0401779178371,8
352,control,0,400.83254746367027,2
353,control,0,111.39401718800742,15
354,control,0,268.9183872924054,5
355,control,0,439.61702643706934,19
356,control,0,70.57803169910996,10
357,control,0,216.38095081813466,9
358,control,1,174.52607537714056,20
359,control,0,160.58535708093302,8
360,control,0,308.3167277214888,5
361,control,0,479.3406069078821,19
362,control,0,225.88652487699048,13
363,control,0,276.7990679585325,14
364,control,1,262.0630835888279,8
365,control,0,244.9568576498754,16
366,control,1,127.28064064553543,5
367,control,0,475.8329089718805,1
368,control,0,292.1061375240984,19
369,control,0,310.1105646342403,19
370,control,0,150.82107833822178,17
371,control,0,185.76227432131952,21
372,control,0,220.15227838195494,10
373,control,0,97.46810379628056,5
374,control,0,88.87042454464688,7
375,control,0,170.63917537630277,16
376,control,0,334.79300986751093,3
377,control,0,165.35878471901268,12
378,control,0,132.78308825367571,14
379,control,0,150.0830200601324,20
380,control,0,186.19500641940638,1
381,control,0,197.88471671368885,7
382,control,0,897.2305669384796,18
383,control,0,460.7116582303505,4
384,control,0,452.53470999483244,16
385,control,0,493.3151496356191,11
386,control,0,134.38482041901466,18
387,control,0,117.51679164696745,16
388,control,0,125.94909596952964,7
389,control,0,544.9552493473723,21
390,control,1,176.21149093495282,3
391,control,0,115.49027077002147,5
392,control,0,188.93485627811273,18
393,control,0,212.05309278253898,17
394,control,0,287.4497217909156,1
395,control,1,284.4537323585219,16
396,control,0,148.87271240438977,15
397,control,0,369.2204294643276,13
398,control,0,166.74803152022727,7
399,control,0,222.79101909604432,3
400,control,0,369.46811423299306,13
401,control,0,166.48532337434213,16
402,control,0,173.88412791337623,1
403,control,0,348.97518963901894,1
404,control,0,146.25623154179007,16
405,control,0,194.24588128123435,2
406,control,0,341.53334152628895,18
407,control,0,839.2053774257835,21
408,control,0,351.8632841522713,18
409,control,0,324.9215789887251,5
410,control,0,336.46056488741544,5
411,control,1,128.5201672447415,8
412,control,1,262.26568195189975,9
413,control,0,240.36055463913524,14
414,control,0,296.76801052180804,13
415,control,0,262.40912496530717,18
416,control,0,307.29856715988,4
417,control,0,202.98248267164274,18
418,control,0,253.44969218635748,20
419,control,0,117.1321588761928,15
420,control,0,201.95716757277626,7
421,control,0,563.6875614307003,13
422,control,0,296.274089460165,2
423,control,0,241.6396042664027,9
424,control,0,763.3174240084161,5
425,control,0,108.14782194801613,1
426,control,0,125.75388042223703,19
427,control,0,683.7735850157275,20
428,control,0,251.53359562419493,19
429,control,0,211.54763087751883,13
430,control,0,119.16122462523475,6
431,control,0,320.09497858625286,10
432,control,0,339.2291784922458,11
433,control,0,126.88781929864918,16
434,control,0,224.94021339929975,1
435,control,0,200.07464077107207,19
436,control,0,285.312847243206,5
437,control,0,125.01701582871273,6
438,control,0,518.61846228291,6
439,control,0,423.8985971476489,5
440,control,0,196.78163550887578,6
441,control,1,214.89483587934208,13
442,control,0,225.46089061769408,1
443,control,0,153.3947813077077,1
444,control,0,187.53065944049317,14
445,control,1,208.06234687853828,8
446,control,1,644.0143589901062,9
447,control,0,431.80365603047807,10
448,control,0,428.7151980265105,6
449,control,0,305.50170750261736,9
450,control,0,125.16136122760894,18
451,control,0,238.6756070394816,15
452,control,0,438.0324856461534,4
453,control,0,115.01254649624477,2
454,control,0,358.5011701761254,6
455,control,0,985.910456093479,17
456,control,0,462.70513214920766,7
457,control,0,571.5874451047771,20
458,control,0,278.9418257616497,15
459,control,0,437.36109981843816,21
460,control,0,159.0610469138726,2
461,control,0,394.4602155445914,21
462,control,0,362.3580750166661,12
463,control,0,291.1814768038935,10
464,control,1,538.9401101445275,17
465,control,0,177.10257726699493,18
466,control,0,218.71412025992885,16
467,control,0,259.116359377113,10
468,control,0,131.9249786353585,8
469,control,1,280.38374038941066,21
470,control,0,87.23815148199982,13
471,control,1,458.5974090242287,16
472,control,0,251.63570334350993,8
473,control,0,179.01404342609956,12
474,control,0,148.32055335408646,17
475,control,1,212.56601144694787,16
476,control,0,369.7975990851486,9
477,control,0,339.89725720177086,19
478,control,1,160.2407275353754,17
479,control,0,147.28598845269622,8
480,control,0,362.90432200969263,12
481,control,0,158.63271431111033,9
482,control,0,253.6475904467833,6
483,control,0,263.5525517596817,10
484,control,0,295.07727731528536,9
485,control,0,409.5103829287797,4
486,control,0,114.68878446484064,11
487,control,0,77.73490659694525,21
488,control,1,174.08290151918976,6
489,control,0,721.2003990906619,18
490,control,0,823.2866673803231,4
491,control,0,734.1447977805717,12
492,control,0,217.93812219233848,9
493,control,0,83.99278907465262,15
494,control,0,59.98991945411425,9
495,control,0,169.2838857655004,6
496,control,0,217.27325954445593,11
497,control,0,533.9890006068703,7
498,control,1,411.85991348810165,14
499,control,1,280.46334733713064,16
500,control,0,143.4652918688932,15
501,control,0,137.4873984201246,20
502,control,0,284.9964181351585,9
503,control,0,371.75334649502025,19
504,control,0,309.5528253940262,12
505,control,0,131.53082361125584,11
506,control,0,361.5500841161685,8
507,control,0,315.9381859156081,3
508,control,1,128.71493543125618,19
509,control,0,152.84241416372302,3
510,control,0,369.8500246701289,3
511,control,0,212.5751300195423,6
512,control,1,634.9132535523253,11
513,control,0,330.52343537853386,20
514,control,0,182.73212581459973,14
515,control,0,243.19817349543675,2
516,control,0,254.17678670946572,12
517,control,0,158.05859394845743,16
518,control,1,141.5208535439268,3
519,control,0,372.7224110504207,21
520,control,0,406.32932585487697,16
521,control,0,351.5207990394295,10
522,control,1,607.4020068423661,20
523,control,0,176.7853099782215,5
524,control,0,668.1832482489048,13
525,control,0,142.5150101956212,12
526,control,0,133.2715347977689,1
527,control,0,85.1168204117558,20
528,control,0,187.26464152005497,11
529,control,0,180.86783983418016,19
530,control,0,335.48000873475166,15
531,control,1,283.25132138250393,18
532,control,1,119.60755128866572,16
533,control,0,193.32336572424003,7
534,control,0,195.80568949240168,10
535,control,1,84.30242676343836,16
536,control,0,135.8337842707525,17
537,control,0,154.0861438439608,7
538,control,0,578.3475652390467,11
539,control,0,274.47781268424245,17
540,control,1,364.0536519960058,5
541,control,0,99.56579697121572,1
542,control,0,500.96121845157245,3
543,control,0,534.1417417963984,16
544,control,0,73.7730153968776,15
545,control,0,160.26199834256772,4
546,control,0,329.46144741665773,12
547,control,0,360.19050503020264,1
548,control,0,162.8619910845726,17
549,control,0,203.71059245846513,15
550,control,0,170.98423570150462,20
551,control,0,261.4520308295292,20
552,control,0,501.8529351371944,10
553,control,0,154.06501762956648,11
554,control,0,446.0773193032063,18
555,control,0,153.0855256806677,2
556,control,0,147.14576182059903,6
557,control,0,399.8769085024606,16
558,control,0,425.4561241879328,7
559,control,0,407.8281815511661,19
560,control,0,111.11009482944746,12
561,control,0,185.01361429543104,18
562,control,0,400.9325285630044,10
563,control,0,250.8675484261945,7
564,control,0,128.48141869466548,4
565,control,0,322.1414592371785,17
566,control,0,159.35200841890816,17
567,control,0,718.1761757213307,4
568,control,0,618.2574011456094,21
569,control,0,351.58744458899326,5
570,control,0,553.6894792644928,1
571,control,0,254.3915994965899,19
572,control,0,387.3243658498175,11
573,control,0,593.8532156832939,1
574,control,0,283.52468993019625,8
575,control,1,209.9538400124764,4
576,control,0,87.99032146644382,15
577,control,1,232.78607169232484,17
578,control,0,401.03708757072434,18
579,control,0,431.5485663392992,3
580,control,0,331.16576129376654,18
581,control,1,176.83560983608137,7
582,control,0,74.73190120689134,17
583,control,0,181.79341158808188,18
584,control,0,203.85176292329035,20
585,control,0,202.8045322187486,8
586,control,0,354.6508605729795,11
587,control,0,805.4538010603609,3
588,control,0,263.5169048902183,7
589,control,0,214.85447242540732,15
590,control,0,209.44620161774503,10
591,control,0,263.65221313172134,12
592,control,0,148.86260162799405,12
593,control,0,262.99082226751375,19
594,control,0,320.6940013946623,19
595,control,0,277.49742063788926,15
596,control,0,321.99150409650747,21
597,control,0,317.42722060300525,21
598,control,0,84.50933407191498,5
599,control,0,358.5693531540751,13
600,control,0,163.59454704666112,9
601,control,0,126.7854771843987,10
602,control,0,126.13199062306799,8
603,control,0,317.3879892371456,9
604,control,0,214.10253668669696,6
605,control,0,89.19444212319027,18
606,control,0,325.97565123540727,10
607,control,0,103.15524861218397,15
608,control,0,266.1054915962353,13
609,control,0,282.33642473647296,11
610,control,0,416.2750622188998,2
611,control,0,712.6645778175231,8
612,control,0,107.89884895004339,18
613,control,0,237.10798881383522,3
614,control,0,207.30659297696823,3
615,control,1,317.42761610723824,21
616,control,0,278.49532212849067,7
617,control,0,198.04063845521537,18
618,control,0,187.81523496506333,21
619,control,0,125.22717488234296,21
620,control,0,442.6223615254788,9
621,control,0,322.3128020548303,18
622,control,0,424.3934269170731,1
623,control,0,203.11296825321241,4
624,control,0,164.9922855860012,4
625,control,0,128.125590674241,17
626,control,0,303.4905733589575,2
627,control,0,131.12145948484482,15
628,control,0,741.8876683775306,13
629,control,0,111.6550771823365,9
630,control,0,288.3560702541376,7
631,control,0,626.4774777249214,12
632,control,0,350.5326502744641,12
633,control,0,271.8918093687895,14
634,control,0,136.85333594226432,15
635,control,0,106.79792386377437,1
636,control,0,388.39779736397094,9
637,control,0,604.0689484392498,16
638,control,0,188.04663784588553,9
639,control,0,123.53976591198916,16
640,control,0,55.985814249433794,2
641,control,0,135.84860862193221,10
642,control,0,228.5616311421013,18
643,control,0,638.7249633967938,13
644,control,0,366.45664342051384,2
645,control,0,293.84465484817537,13
646,control,0,192.46767224191814,3
647,control,0,172.44883256290535,15
648,control,0,568.7201915924453,3
649,control,0,276.0116636580999,10
650,control,0,69.29963123153216,6
651,control,0,163.3469083388585,14
652,control,0,146.21386533288018,9
653,control,0,176.30960950919464,18
654,control,0,343.0054705523778,8
655,control,0,229.41511021036538,6
656,control,0,233.66319847885748,15
657,control,0,538.1212447686771,14
658,control,0,161.1157975872599,15
659,control,0,748.8357862834405,20
660,control,0,163.5658146091623,6
661,control,1,258.14434829147007,12
662,control,0,206.70193804288215,10
663,control,0,263.49950254386823,19
664,control,0,319.4993364714879,8
665,control,0,317.4439108711831,5
666,control,0,155.73091306641732,10
667,control,0,124.74244772636752,11
668,control,0,1098.7221201702325,20
669,control,0,183.0225549317239,14
670,control,0,372.2357772093616,14
671,control,0,93.26223102093435,2
672,control,0,206.89933446701903,17
673,control,0,226.71197281855348,15
674,control,0,324.95575739043363,3
675,control,1,47.77619559764035,3
676,control,0,270.3410656259647,3
677,control,0,122.75065795460722,3
678,control,1,297.26007431388143,18
679,control,0,131.39426791127192,6
680,control,0,146.4538530287644,14
681,control,0,207.64365923147537,3
682,control,0,130.13889696032044,1
683,control,0,183.95282372922492,10
684,control,1,119.57867690499315,13
685,control,0,81.45882916432446,9
686,control,0,450.6875165765739,2
687,control,0,112.43449487754785,10
688,control,0,219.81613950987662,12
689,control,0,384.4195940593394,19
690,control,0,169.1918940452225,3
691,control,0,149.14223682401632,19
692,control,0,280.26703726515655,1
693,control,0,478.54980618459757,15
694,control,0,121.31747149040675,13
695,control,0,223.6117526149744,7
696,control,0,86.53104428503616,2
697,control,0,193.26830363670769,20
698,control,0,249.7655831863843,11
699,control,0,146.52927164470353,16
700,control,0,186.01083034974957,14
701,control,0,105.11594079380775,15
702,control,0,256.2739954448269,20
703,control,0,461.00853149856727,19
704,control,0,126.68626530020387,7
705,control,1,168.4092350162557,9
706,control,0,330.80456001778856,4
707,control,0,506.3633180993458,6
708,control,0,99.8916514081745,10
709,control,0,221.1252222463219,3
710,control,0,289.9992954201025,21
711,control,0,230.15803130710208,1
712,control,0,55.363734078449184,6
713,control,0,330.5156483204513,5
714,control,0,608.8681919191032,15
715,control,1,262.43332524497816,11
716,control,0,131.80668848657902,20
717,control,1,179.85008669487843,13
718,control,0,707.6487399690907,6
719,control,0,422.4104723231123,5
720,control,1,359.2490825023449,2
721,control,0,303.03476961198544,17
722,control,0,164.56699186531992,12
723,control,0,216.9479128126648,12
724,control,0,233.51501020893372,14
725,control,0,340.27175903915503,7
726,control,0,605.0743460779016,14
727,control,0,478.66591091760773,7
728,control,0,104.41458685505748,9
729,control,0,279.8900874664281,14
730,control,0,380.717643460096,21
731,control,0,354.7155490789702,17
732,control,0,167.74747808487533,17
733,control,0,1405.9458097134439,21
734,control,0,113.72113445574175,13
735,control,0,127.75149505633834,18
736,control,0,281.50692531656705,19
737,control,0,871.3831989556058,17
738,control,0,148.15856562251702,6
739,control,0,208.61761451987206,12
740,control,0,467.0219243622501,6
741,control,0,242.08349978247028,3
742,control,0,200.18414887177184,15
743,control,0,343.5661745962014,3
744,control,0,288.15853405027417,15
745,control,0,454.07540355777707,1
746,control,0,531.0633585564044,21
747,control,0,294.18294508367575,3
748,control,0,291.49989198074184,5
749,control,0,278.23514162858703,14
750,control,0,328.1524654231296,4
751,control,1,252.92737260720486,9
752,control,0,244.60261414064843,18
753,control,0,501.68692637312313,10
754,control,0,607.6929319259864,8
755,control,0,99.03449593400148,13
756,control,0,246.16762123909783,2
757,control,0,161.86834828484118,20
758,control,0,203.04286616175784,20
759,control,0,311.53438763961276,7
760,control,0,365.64503860505584,11
761,control,0,228.7716018086522,5
762,control,0,77.63324878634222,18
763,control,0,137.1359338315895,8
764,control,0,419.0121018157087,10
765,control,0,47.26377504422226,2
766,control,0,498.92525303244804,3
767,control,0,334.53382461682475,5
768,control,0,538.9946520733907,16
769,control,0,217.20866641198197,10
770,control,0,71.03386574080237,11
771,control,0,316.7831862746758,19
772,control,0,525.7321562637942,16
773,control,0,426.16776500395906,12
774,control,0,164.41358448688717,2
775,control,0,257.76714671389254,11
776,control,0,177.73581079252494,1
777,control,0,149.67108525292076,5
778,control,0,434.08186385552864,21
779,control,0,119.28082813820038,14
780,control,0,143.12382170574958,18
781,control,0,126.16424879489034,7
782,control,0,100.0681532170063,5
783,control,0,267.1602258165851,8
784,control,0,491.2247827734394,21
785,control,0,219.00048540009627,15
786,control,0,99.14181696227763,5
787,control,0,405.0322622641008,13
788,control,0,672.7817968094939,19
789,control,1,166.0442975572243,2
790,control,0,183.6198228533909,5
791,control,0,333.4178066137976,5
792,control,0,647.5035321851606,6
793,control,0,179.1277991037306,16
794,control,0,110.00547435316884,2
795,control,0,357.39841351854386,5
796,control,1,395.21931706229674,15
797,control,0,245.59378001025337,1
798,control,0,175.0584720656987,19
799,control,1,444.35653128681355,3
800,control,0,335.9027228535635,19
801,control,0,154.3061613974331,15
802,control,0,252.00699341757664,3
803,control,0,108.74171474191301,8
804,control,0,369.27228581512367,15
805,control,0,209.0680628189879,1
806,control,1,188.40115648317646,6
807,control,1,239.91274839990345,17
808,control,0,250.68185359535582,16
809,control,0,418.617676565036,13
810,control,1,348.85428683812825,1
811,control,0,222.77324882285137,3
812,control,0,386.91339785350516,6
813,control,1,311.20204145091554,20
814,control,0,189.43391273376466,21
815,control,0,227.04973832823813,3
816,control,0,223.8701657655738,15
817,control,0,331.3438990313117,15
818,control,0,196.32794134474386,11
819,control,0,193.59231680822083,6
820,control,0,797.318630050586,6
821,control,0,430.02411523127057,9
822,control,0,155.03324865151038,14
823,control,0,344.6621274245132,11
824,control,0,262.69930192864086,6
825,control,0,309.4915238492886,18
826,control,0,265.70981566360825,20
827,control,0,499.5889135192539,15
828,control,0,301.078854881893,9
829,control,0,235.74407321526687,11
830,control,0,457.28843755612456,2
831,control,0,281.4545631134197,6
832,control,0,263.19288004840325,14
833,control,0,295.42457576013436,14
834,control,0,231.327530210852,13
835,control,0,246.05035147905775,5
836,control,0,172.08408897626833,9
837,control,0,155.91323524982326,11
838,control,0,134.40501859258447,7
839,control,0,106.14541864071674,2
840,control,0,144.33970490080017,12
841,control,0,220.39905273189086,5
842,control,0,260.3093026288496,2
843,control,1,207.93427872638642,14
844,control,0,59.53580557475241,7
845,control,0,629.3904520914772,5
846,control,0,469.6031957423466,4
847,control,1,319.72329248470743,10
848,control,0,768.5413775791047,16
849,control,0,136.1260819607362,6
850,control,0,759.4352556428155,21
851,control,0,137.1220704042502,6
852,control,0,282.3769146181703,9
853,control,0,113.9429181395798,1
854,control,0,246.85878619503958,16
855,control,0,308.49323018171333,17
856,control,0,223.0031286805375,13
857,control,0,375.5255330843893,6
858,control,0,259.66924062258664,2
859,control,0,178.85066125768793,8
860,control,0,174.14913143018805,4
861,control,0,398.0383126413471,9
862,control,0,165.298806090157,7
863,control,0,423.7915819139831,21
864,control,0,509.60049504667836,1
865,control,0,89.90662957064875,14
866,control,0,482.8740397529171,2
867,control,0,842.3988697080765,8
868,control,0,284.6334626922979,11
869,control,1,350.5314779615515,5
870,control,0,455.86795473090274,18
871,control,0,207.41271714102328,12
872,control,0,272.9717019967349,21
873,control,0,111.2166701749552,20
